document,sentence,cosine_with_dovish,cosine_with_hawkish
20180926.txt,"You know, what we’re g oing to be doing, assuming we

September 26, 2018 Chairman Powe ll’s Press Conference FINAL stay on this path, is, we’re going to be carefully monitoring i ncoming data from the financial markets and from the economy a nd asking ourselves whether our policy is achieving the goals we want to achieve—you know, sustai n the economy, maximum emplo yment, stable prices.",0.725209,0.452980
20180926.txt,"That’s the way we’re thinking about it, and that does kind of a mount to thinking less about one’s precise point estimate of the ne utral rate.",0.652290,0.293249
20180926.txt,So that’s how I think about that.,0.610543,0.196181
20180926.txt,BINYAMIN APPELBAUM.,0.495458,0.094122
20180926.txt,"The second question was, do you think you’ re going to end up in a restrictive posture?",0.583759,0.262509
20180926.txt,"Gove rnor Brainard, for example, has said that she expects that you will need to do that.",0.653768,0.336685
20180926.txt,Do you agree with that?,0.574076,0.297842
20180926.txt,CHAIRMAN POWELL.,0.497449,0.112670
20180926.txt,It’s possible.,0.538464,0.233015
20180926.txt,It’s very possible.,0.566015,0.268010
20180926.txt,It happens often.,0.548777,0.140498
20180926.txt,"And, as I mentioned, many of the participan ts have written that down, and  they’ve written down really modest overshoots, you know, amoun ting to one rate hike kind of  thing, which wouldn’t have a big effect on the economy.",0.613475,0.305836
20180926.txt,"You know, it—I would just say, you know, it really depends on w hat happens.",0.582264,0.119214
20180926.txt,It depends on if we keep going—you can t hink of it different ways.,0.615640,0.187321
20180926.txt,Maybe we’ve underestimated the neutral rate.,0.431143,0.407740
20180926.txt,"Maybe we’ll  be raising our estimate of the n eutral rate and we’ ll just go to that, or maybe we’ll keep our neutral rate here and then go one or tw o rate increases beyond it.",0.666913,0.490305
20180926.txt,"I think it’s very possible, but I mean, ultimately, isn’t really the question we’re  answering.",0.620808,0.220065
20180926.txt,"The question we’re answering is, how  do we provide the economy just the right amount of support— not too much, not too little—to susta in the recovery and achieve our statutory goals?",0.631114,0.455493
20180926.txt,GREG ROBB.,0.458865,0.031335
20180926.txt,"Thank you, Mr. Chairma n.  Greg Robb from MarketWatc h.  The 10-year anniversary of the bankruptcy of  Lehman Brothers got a lot of attention over the last month.",0.481459,0.374591
20180926.txt,I was wondering if you thought there w ere any lessons from the cr isis that you want to share—and two points on that.,0.610244,0.239716
20180926.txt,You go to Congress a lot and talk to members of Congress.,0.547727,0.129860
20180926.txt,"Now, Secretary

September 26, 2018 Chairman Powe ll’s Press Conference FINAL Paulson and Mr. Geithner and Chair Bernanke have said that Cong ress made a mistake when it took away the Fed’s emergency powers in Dodd-Frank.",0.304795,0.130280
20180926.txt,"And then o ne other thing is that, are you confident that all these  nonbanks didn’t—you know, nonbanks never got put into the, you know, the FSOC, you know, system.",0.565346,0.160465
20180926.txt,So are you confident that the—you can see the risks in the financial system?,0.625906,0.426584
20180926.txt,Thank you.,0.520864,0.334204
20180926.txt,CHAIRMAN POWELL.,0.497449,0.112670
20180926.txt,"So, three things there.",0.521414,0.188758
20180926.txt,"The first thing is the single biggest thing I think that we learned was th e—as I mentioned, I think, earlie r, the importance of maintaining the stability of the financial system.",0.658979,0.373421
20180926.txt,"So I think if you look— if you look back at the way the models worked and the way people thought about risk in the econ omy, that’s what was missing, and I think it’s not missing anymore.",0.612437,0.184890
20180926.txt,"So we—you know, we put a tremendous focus on that.",0.589829,0.445674
20180926.txt,"We raised capital, liquidity.",0.502885,0.520180
20180926.txt,"We  have stress tests, which force banks to understand—the largest banks particularly—to understand and better manage their risk and have enough capital to survive a really substantial shock that’s at least as bad as th e financial crisis.",0.636665,0.591856
20180926.txt,"And if all that doesn’t work, we’ve got resolution plans, which we’ve, you know , through many cycles, have made really substantial progre ss, more than I had thought was l ikely.",0.554964,0.556143
20180926.txt,So we’ve done a lot.,0.536966,0.360045
20180926.txt,"Nobody’s—you know, nobody is, I think, overc onfident that we’ve solved every problem.",0.455840,0.287285
20180926.txt,"And, you know, now we’re going back and kind of taking a hard look a t everything and, you know, trying to make—trying to—t rying to keep at it.",0.582255,0.209892
20180926.txt,"So I think those are the rea lly important lessons, and, you know, we—we’re determined not to, you know, not to forget them .",0.631682,0.376860
20180926.txt,"And that’s, I think, a r isk now—is to—is to forget things that we—that we learned.",0.595991,0.217909
20180926.txt,That’ s just human nature over time.,0.612017,0.084927
20180926.txt,"I saw the article you’re talking about; the question is, did Congress take things away, emergency powers from the Fed?",0.546308,0.101637
20180926.txt,"S o there was sort of a trade for taking away our power under

September 26, 2018 Chairman Powe ll’s Press Conference FINAL 13, section 13(3), to provide s upport to individual nonbanks, w hich is really holding companies and other companies.",0.613669,0.209084
20180926.txt,"In exchange for that, we got orderly liqu idation authority and a resolution authority.",0.544276,0.266561
20180926.txt,Was it a mistake?,0.319214,0.036495
20180926.txt,I don’t think there’s any sense that Congress would seriously look at changing that.,0.673383,0.268315
20180926.txt,I have real  doubts about whether it was wise  to take away our crisis-fighting tools.,0.568120,0.373967
20180926.txt,"I think you put them away, and you hope you never need them, but—and I certainly strongly oppose efforts to tak e away more of our tools.",0.574569,0.326403
20180926.txt,"You know, the third thing you ment ioned is the designation powe r.  So it’s a really important power.",0.546508,0.235806
20180926.txt,"In my mind, it should be used—my thinking, it  should be used sparingly, and that means, you know, in situations where you have—I mean, in principle, you could have another Lehman Brothers come up out of the ground that’s not a bank, and it could be very threatening—or it could be capab le of creating systemic risk.",0.642987,0.353515
20180926.txt,And so I think it’s a critical power to have.,0.598675,0.407633
20180926.txt,"But, again, I would use it—I would tend to use it fairly sparingly.",0.696350,0.324130
20180926.txt,NANCY MARSHALL-GENZER .,0.489521,0.011085
20180926.txt,Nancy Marshall-Genzer with Marketplace.,0.455032,0.103218
20180926.txt,Are you worried about the effect of risi ng interest rates on consumers?,0.517828,0.308632
20180926.txt,Credit card rates have jumped to more than 17 percent since the Fe d started raising interest rat es.,0.439933,0.635556
20180926.txt,Mortgage rates are up.,0.374515,0.597046
20180926.txt,What do you say to consumers?,0.514544,-0.009151
20180926.txt,CHAIRMAN POWELL.,0.497449,0.112670
20180926.txt,"Yeah, we look—of  course, we look at that very  carefully, and interest rates are going up acro ss a broad range of consumer bo rrowing, as they would when we raise short-term interest ra tes.",0.538513,0.648437
20180926.txt,They’re still quite low by hi storical levels.,0.429309,0.288867
20180926.txt,"And the other thing I’ll say is, take—if you take  housing, if you look at the NAR A ffordability Index, housing is still more affordable now than it was be fore the financial crisis.",0.658648,0.443873
20180926.txt,"S o you’re right that the cost of borrowing is going up, but it’s going up from what were extraor dinarily low levels, and it is

September 26, 2018 Chairman Powe ll’s Press Conference FINAL something that we watch carefully.",0.447613,0.700933
20180926.txt,"You know, the effect on consumer spending is a very important channel through whic h interest rates work, and so we do monitor the effects.",0.715649,0.407073
20180926.txt,HANNAH LANG.,0.473932,0.037545
20180926.txt,"Hi , Hannah Lang, American Banker.",0.489059,0.158408
20180926.txt,OCC’s decision to go at CRA alone suggests that there’s som e sort of disagreement among how  to proceed with a joint plan.,0.521920,0.240850
